Customer ID,Student ID,Test Id,Subject,Test Level,Raw Score,Percent Correct,RIT Score,Hewitt Percentile,National Percentile,Overall Rank,First Goal Rank,Second Goal Rank,Third Goal Rank,Fourth Goal Rank,Fifth Goal Rank,Sixth Goal Rank,Seventh Goal Rank,Responses,Held
119665,1,60014,L,29,43,72,240,90,97,HI,HI,HI,HI,HI,NA,HI,NA,some response,XX
119665,1,60014,M,19,30,67,250,79,99,VH,HI,HI,HI,HI,HI,HI,AV,some response,XX
119665,1,60014,R,8,37,84,248,93,98,VH,AV,HI,HI,HI,NA,NA,NA,some response,XX
119665,2,54064,L,26,59,98,252,99,99,VH,HI,HI,HI,HI,HI,HI,NA,some response,XX
119665,2,54064,M,37,49,98,264,99,99,VH,HI,HI,HI,HI,HI,HI,HI,some response,XX
119665,2,54064,R,7,42,95,254,99,99,VH,HI,HI,HI,HI,NA,NA,NA,some response,XX
119665,2,60016,L,28,43,72,233,84,96,HI,HI,AV,HI,HI,NA,HI,NA,some response,XX
119665,2,60016,M,17,44,85,240,90,98,VH,HI,HI,HI,AV,HI,HI,HI,some response,XX
119665,2,60016,R,8,31,70,239,92,98,VH,HI,HI,HI,HI,NA,NA,NA,some response,XX
119665,3,54065,L,25,49,82,218,82,96,HI,HI,HI,HI,HI,NA,AV,NA,some response,XX
119665,3,54065,M,36,46,96,246,99,99,VH,HI,HI,HI,HI,HI,HI,HI,some response,XX
119665,3,54065,R,5,41,93,230,92,99,VH,HI,HI,HI,HI,NA,NA,NA,some response,XX
119665,3,60015,L,26,40,67,217,66,88,HI,HI,HI,HI,AV,AV,AV,NA,some response,XX
119665,3,60015,M,37,38,76,233,95,99,VH,HI,HI,HI,HI,HI,HI,HI,some response,XX
119665,3,60015,R,6,31,70,219,66,92,HI,HI,AV,HI,HI,NA,NA,NA,some response,XX
119667,1,42870,L,24,47,78,207,14,34,AV,LO,AV,AV,LO,AV,AV,NA,some response,XX
119667,1,42870,M,36,33,69,219,46,76,HA,AV,AV,HI,LO,AV,AV,HI,some response,XX
119667,1,42870,R,5,26,59,203,5,50,AV,AV,AV,AV,AV,NA,NA,NA,some response,XX
119667,2,42871,L,22,34,57,179,1,2,VL,LO,LO,LO,LO,LO,LO,NA,some response,XX
119667,2,42871,M,34,26,54,191,12,34,AV,LO,LO,HI,LO,HI,AV,LO,some response,XX
119667,2,42871,R,3,38,86,200,21,54,AV,AV,AV,AV,AV,NA,NA,NA,some response,XX
119667,2,56331,L,24,49,82,209,18,42,AV,LO,AV,AV,AV,AV,AV,NA,some response,XX
119667,2,56331,M,36,32,67,218,42,73,HA,HI,LO,AV,AV,AV,HI,AV,some response,XX
119667,2,56331,R,4,35,80,206,10,58,AV,AV,AV,AV,AV,NA,NA,NA,some response,XX
119677,1,41575,L,27,41,68,225,42,79,HA,AV,HI,HI,AV,NA,AV,NA,some response,XX
119677,1,41575,M,18,28,60,234,58,88,HI,HI,HI,HI,AV,AV,AV,HI,some response,XX
119677,1,41575,R,5,37,84,219,18,69,HA,AV,AV,AV,AV,NA,NA,NA,some response,XX
119686,1,40434,L,25,57,95,233,96,99,VH,HI,HI,HI,HI,NA,AV,NA,some response,XX
119686,1,40434,M,34,48,100,242,99,99,VH,HI,HI,HI,AV,AV,HI,HI,some response,XX
119686,1,40434,R,5,44,100,252,99,99,VH,HI,HI,HI,HI,NA,NA,NA,some response,XX
119686,1,46399,L,25,48,80,216,42,69,HA,HI,AV,AV,HI,NA,AV,NA,some response,XX
119686,1,46399,M,36,29,60,215,34,62,AV,HI,AV,AV,AV,AV,AV,AV,some response,XX
119686,1,46399,R,6,28,64,215,34,79,HA,HI,AV,AV,AV,NA,NA,NA,some response,XX
119687,1,40352,L,24,38,63,199,27,46,AV,AV,LO,AV,HI,AV,AV,NA,some response,XX
119687,1,40352,M,35,41,85,220,90,99,VH,HI,HI,HI,AV,AV,HI,HI,some response,XX
119687,1,40352,R,4,39,89,214,58,86,HI,HI,HI,HI,AV,NA,NA,NA,some response,XX
119687,1,67546,L,27,32,53,218,21,42,AV,AV,AV,AV,AV,NA,AV,NA,some response,XX
119687,1,67546,M,19,26,58,246,79,98,VH,HI,AV,HI,HI,HI,HI,HI,some response,XX
119687,1,67546,R,7,25,57,221,27,69,HA,AV,AV,AV,AV,NA,NA,NA,some response,XX
119687,2,67547,L,27,29,48,216,42,66,AV,AV,AV,AV,AV,NA,AV,NA,some response,XX
119687,2,67547,M,17,34,65,227,73,86,HI,HI,AV,HI,HI,AV,AV,HI,some response,XX
119687,2,67547,R,6,36,82,226,62,90,HI,AV,HI,HI,HI,NA,NA,NA,some response,XX
119689,1,57686,L,26,42,70,218,14,38,AV,AV,AV,AV,AV,AV,AV,NA,some response,XX
119689,1,57686,M,18,30,64,236,50,84,HI,AV,HI,AV,HI,HI,AV,HI,some response,XX
119689,1,57686,R,6,36,82,226,34,73,HA,AV,AV,AV,AV,NA,NA,NA,some response,XX
119689,2,57687,L,26,44,73,220,76,93,HI,HI,HI,AV,AV,AV,AV,NA,some response,XX
119689,2,57687,M,36,40,83,229,90,99,VH,HI,HI,HI,HI,HI,HI,HI,some response,XX
119689,2,57687,R,5,39,89,223,76,96,HI,HI,HI,HI,AV,NA,NA,NA,some response,XX
119689,2,62909,L,27,40,67,224,73,88,HI,HI,HI,HI,AV,NA,AV,NA,some response,XX
119689,2,62909,M,37,33,66,227,69,92,HI,HI,HI,HI,AV,HI,HI,AV,some response,XX
119689,2,62909,R,7,28,64,224,66,92,HI,AV,HI,HI,HI,NA,NA,NA,some response,XX
119689,2,68507,L,27,48,80,232,82,96,HI,HI,HI,HI,AV,NA,HI,NA,some response,XX
119689,2,68507,M,19,33,73,254,99,99,VH,HI,HI,HI,HI,HI,HI,HI,some response,XX
119689,2,68507,R,7,30,68,227,58,90,HI,HI,AV,HI,HI,NA,NA,NA,some response,XX
119689,2,75724,L,28,46,77,236,84,98,VH,HI,HI,HI,HI,NA,HI,NA,some response,XX
119689,2,75724,M,19,29,64,249,86,99,VH,HI,AV,HI,HI,HI,HI,HI,some response,XX
119689,2,75724,R,7,35,80,234,69,92,HI,HI,AV,AV,HI,NA,NA,NA,some response,XX
119689,2,80941,L,29,42,70,239,88,96,HI,HI,HI,HI,HI,NA,HI,NA,some response,XX
119689,2,80941,M,19,30,67,250,79,99,VH,HI,AV,HI,HI,HI,HI,HI,some response,XX
119689,2,80941,R,8,32,73,240,79,93,HI,HI,HI,HI,HI,NA,NA,NA,some response,XX
119695,1,40185,L,25,30,50,200,7,16,LO,LO,AV,LO,AV,NA,AV,NA,some response,XX
119695,1,40185,M,34,37,77,203,14,27,AV,AV,AV,AV,AV,AV,AV,AV,some response,XX
119695,1,40185,R,6,23,52,209,24,69,HA,AV,AV,AV,AV,NA,NA,NA,some response,XX
119695,1,45725,L,25,57,95,233,90,97,HI,HI,AV,HI,HI,NA,HI,NA,some response,XX
119695,1,45725,M,16,33,60,215,38,50,AV,AV,AV,AV,AV,AV,AV,AV,some response,XX
119695,1,45725,R,6,32,73,220,42,82,HA,AV,AV,HI,AV,NA,NA,NA,some response,XX
119695,1,51376,L,29,30,50,229,69,90,HI,HI,AV,AV,HI,NA,HI,NA,some response,XX
119695,1,51376,M,18,32,68,238,69,96,HI,HI,HI,HI,AV,HI,AV,HI,some response,XX
119695,1,51376,R,7,32,73,229,62,88,HI,HI,HI,HI,AV,NA,NA,NA,some response,XX
119698,1,67153,L,29,42,70,239,88,96,HI,HI,HI,HI,HI,NA,HI,NA,some response,XX
119698,1,67153,M,19,42,93,274,98,99,VH,HI,HI,HI,HI,HI,HI,HI,some response,XX
119698,1,67153,R,8,32,73,240,79,93,HI,HI,HI,AV,HI,NA,NA,NA,some response,XX
119698,2,67152,L,26,39,65,216,42,69,HA,AV,HI,AV,AV,AV,AV,NA,some response,XX
119698,2,67152,M,36,36,75,223,58,84,HI,AV,AV,AV,HI,AV,HI,HI,some response,XX
119698,2,67152,R,6,25,57,211,21,73,HA,AV,AV,AV,AV,NA,NA,NA,some response,XX
119700,1,40351,L,25,31,52,201,4,14,LO,LO,LO,AV,LO,NA,AV,NA,some response,XX
119700,1,40351,M,16,26,47,209,21,31,AV,LO,AV,AV,LO,AV,AV,AV,some response,XX
119700,1,40351,R,5,33,75,212,18,62,AV,AV,AV,AV,AV,NA,NA,NA,some response,XX
119700,1,45341,L,26,30,50,209,14,24,LA,AV,AV,AV,AV,AV,LO,NA,some response,XX
119700,1,45341,M,17,24,46,217,34,50,AV,AV,LO,AV,AV,AV,AV,AV,some response,XX
119700,1,45341,R,6,30,68,217,27,73,HA,AV,HI,AV,AV,NA,NA,NA,some response,XX
119700,1,54221,L,27,30,50,217,12,34,AV,AV,AV,AV,AV,NA,AV,NA,some response,XX
119700,1,54221,M,18,32,68,238,54,88,HI,HI,HI,AV,HI,HI,HI,AV,some response,XX
119700,1,54221,R,7,31,70,228,42,79,HA,AV,AV,AV,HI,NA,NA,NA,some response,XX
119703,1,40338,L,25,54,90,225,76,90,HI,HI,HI,AV,HI,NA,AV,NA,some response,XX
119703,1,40338,M,35,42,88,222,54,84,HI,AV,HI,AV,HI,HI,AV,AV,some response,XX
119703,1,40338,R,5,36,82,217,38,84,HI,HI,AV,HI,AV,NA,NA,NA,some response,XX
119703,2,40337,L,24,47,78,207,31,62,AV,AV,HI,AV,AV,LO,AV,NA,some response,XX
119703,2,40337,M,34,33,69,198,12,31,AV,AV,HI,LO,LO,AV,HI,LO,some response,XX
119703,2,40337,R,4,42,95,225,82,96,HI,HI,HI,AV,HI,NA,NA,NA,some response,XX
119706,1,43456,L,27,32,53,218,18,38,AV,AV,AV,AV,AV,NA,AV,NA,some response,XX
119706,1,43456,M,17,32,62,225,31,58,AV,AV,HI,AV,AV,AV,AV,LO,some response,XX
119706,1,43456,R,7,28,64,224,34,73,HA,AV,AV,AV,AV,NA,NA,NA,some response,XX
119706,2,43455,L,25,44,73,212,62,79,HA,HI,AV,AV,HI,NA,AV,NA,some response,XX
119706,2,43455,M,36,30,63,216,69,92,HI,HI,HI,HI,HI,HI,HI,AV,some response,XX
119706,2,43455,R,4,38,86,211,46,79,HA,HI,AV,AV,AV,NA,NA,NA,some response,XX
119706,3,43454,L,22,23,38,171,0,0,VL,LO,LO,LO,LO,LO,LO,NA,some response,XX
119706,3,43454,M,32,35,73,183,8,14,LO,LO,AV,AV,LO,LO,AV,LO,some response,XX
119706,3,43454,R,2,37,84,188,10,27,AV,AV,AV,AV,LO,NA,NA,NA,some response,XX
119710,1,41542,L,28,44,73,234,79,96,HI,HI,HI,HI,HI,NA,HI,NA,some response,XX
119710,1,41542,M,19,37,82,261,96,99,VH,HI,HI,HI,HI,HI,HI,HI,some response,XX
119710,1,41542,R,7,37,84,237,79,95,HI,HI,HI,HI,HI,NA,NA,NA,some response,XX
119710,1,45475,L,28,44,73,234,73,92,HI,HI,HI,HI,HI,NA,HI,NA,some response,XX
119710,1,45475,M,19,36,80,259,93,99,VH,HI,HI,HI,HI,HI,HI,HI,some response,XX
119710,1,45475,R,8,33,75,241,88,96,HI,HI,HI,HI,HI,NA,NA,NA,some response,XX
119710,1,46835,L,29,42,70,239,88,96,HI,HI,HI,AV,HI,NA,HI,NA,some response,XX
119710,1,46835,M,19,38,84,263,92,99,VH,HI,HI,HI,HI,HI,HI,HI,some response,XX
119710,1,46835,R,8,39,89,252,97,99,VH,HI,HI,HI,HI,NA,NA,NA,some response,XX
119710,2,41541,L,26,30,50,209,18,42,AV,AV,AV,AV,AV,AV,AV,NA,some response,XX
119710,2,41541,M,37,39,78,234,84,98,VH,AV,HI,HI,HI,HI,HI,HI,some response,XX
119710,2,41541,R,6,29,66,216,38,82,HA,AV,HI,AV,HI,NA,NA,NA,some response,XX
119710,2,46836,L,29,14,23,216,27,58,AV,AV,AV,AV,AV,NA,AV,NA,some response,XX
119710,2,46836,M,17,33,63,226,58,82,HA,HI,HI,HI,AV,AV,AV,AV,some response,XX
119710,2,46836,R,7,27,61,223,42,84,HI,AV,HI,HI,AV,NA,NA,NA,some response,XX
119710,2,57717,L,29,27,45,227,46,73,HA,AV,HI,AV,AV,NA,AV,NA,some response,XX
119710,2,57717,M,18,34,72,240,58,92,HI,HI,HI,AV,HI,HI,AV,HI,some response,XX
119710,2,57717,R,7,34,77,232,54,84,HI,AV,AV,HI,AV,NA,NA,NA,some response,XX
119710,3,46834,L,24,51,85,212,69,86,HI,AV,HI,HI,HI,AV,AV,NA,some response,XX
119710,3,46834,M,34,42,88,212,73,96,HI,HI,AV,HI,AV,HI,HI,HI,some response,XX
119710,3,46834,R,4,37,84,209,46,79,HA,AV,HI,AV,AV,NA,NA,NA,some response,XX
119710,3,57716,L,26,44,73,220,58,82,HA,HI,AV,AV,AV,AV,AV,NA,some response,XX
119710,3,57716,M,36,27,56,213,27,54,AV,AV,AV,AV,AV,AV,AV,AV,some response,XX
119710,3,57716,R,5,38,86,221,54,88,HI,HI,AV,AV,HI,NA,NA,NA,some response,XX
119711,1,52630,L,27,36,60,221,27,66,AV,AV,AV,AV,HI,NA,AV,NA,some response,XX
119711,1,52630,M,16,43,78,226,38,69,HA,AV,HI,AV,AV,AV,AV,AV,some response,XX
119711,1,52630,R,6,32,73,220,21,73,HA,AV,AV,AV,AV,NA,NA,NA,some response,XX
119715,1,40659,L,26,56,93,238,93,99,VH,HI,HI,HI,HI,HI,HI,NA,some response,XX
119715,1,40659,M,17,37,71,230,69,88,HI,HI,HI,HI,AV,HI,AV,HI,some response,XX
119715,1,40659,R,7,31,70,228,62,90,HI,HI,AV,AV,HI,NA,NA,NA,some response,XX
119715,2,40660,L,25,50,83,219,73,92,HI,HI,HI,AV,HI,NA,HI,NA,some response,XX
119715,2,40660,M,35,39,81,217,62,90,HI,HI,HI,AV,AV,HI,HI,AV,some response,XX
119715,2,40660,R,6,24,55,210,34,76,HA,AV,AV,HI,AV,NA,NA,NA,some response,XX
119716,1,41539,L,25,50,83,219,21,58,AV,AV,AV,AV,AV,NA,HI,NA,some response,XX
119716,1,41539,M,17,23,44,216,18,38,AV,AV,AV,AV,LO,HI,AV,LO,some response,XX
119716,1,41539,R,6,27,61,214,8,58,AV,AV,AV,AV,AV,NA,NA,NA,some response,XX
119716,1,47718,L,27,32,53,218,14,38,AV,AV,AV,LO,AV,NA,LO,NA,some response,XX
119716,1,47718,M,15,36,65,209,8,10,LO,AV,LO,AV,LO,LO,LO,AV,some response,XX
119716,1,47718,R,4,40,91,216,10,50,AV,LO,AV,AV,AV,NA,NA,NA,some response,XX
119725,1,47215,L,25,50,83,219,38,69,HA,HI,AV,AV,AV,NA,AV,NA,some response,XX
119725,1,47215,M,15,37,67,210,14,31,AV,AV,LO,AV,AV,AV,AV,AV,some response,XX
119725,1,47215,R,5,26,59,203,2,38,AV,AV,AV,AV,AV,NA,NA,NA,some response,XX
119725,2,88677,L,21,24,40,163,0,0,VL,LO,LO,LO,LO,LO,LO,NA,some response,XX
119725,2,88677,M,31,41,89,191,12,34,AV,LO,AV,LO,LO,LO,LO,LO,some response,XX
119725,2,88677,R,1,11,25,149,0,0,VL,LO,LO,LO,LO,NA,NA,NA,some response,XX
119729,1,45359,L,27,37,62,222,62,84,HI,AV,AV,AV,HI,NA,HI,NA,some response,XX
119729,1,45359,M,16,46,84,230,79,92,HI,HI,HI,HI,AV,AV,HI,HI,some response,XX
119729,1,45359,R,7,34,77,232,79,96,HI,HI,HI,HI,HI,NA,NA,NA,some response,XX
119729,1,56897,L,28,35,58,227,50,76,HA,AV,AV,AV,HI,NA,HI,NA,some response,XX
119729,1,56897,M,18,14,30,220,27,42,AV,HI,AV,LO,AV,AV,LO,AV,some response,XX
119729,1,56897,R,8,35,80,244,93,97,HI,HI,HI,HI,HI,NA,NA,NA,some response,XX
119735,1,40355,L,24,44,73,204,14,27,AV,LO,AV,AV,AV,AV,LO,NA,some response,XX
119735,1,40355,M,35,36,75,212,34,62,AV,AV,HI,AV,AV,AV,AV,AV,some response,XX
119735,1,40355,R,4,36,82,208,21,66,AV,AV,AV,AV,AV,NA,NA,NA,some response,XX
